id,facebook_id,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,anger,disgust,fear,joy,sadness,analytical,confident,tentative,serverStatus
1,1.14321E+11,0.528,0.523,0.537,0.653,0.511,0.217821,0.793375,0.501131,0.031477,0.284936,0.155,0,0.004,No
2,6.2931E+14,0.252,0.063,0.037,0.266,0.989,0.542857,0.084615,0.178302,0.224453,0.264283,0.793,0,0.843,No
3,6.41168E+14,0.817,0.571,0.157,0.012,0.401,0.162798,0.166694,0.21387,0.410916,0.220049,0,0,0,No
4,6.45819E+14,0.197111941,0.129873263,0.18048451,0.419478455,0.99,0.468938,0.259794,0.350803,0.037265,0.636412,0.717,0,0.719,No
5,7.02279E+14,0.155,0.079,0.081,0.226,0.975,0.539162,0.219993,0.431932,0.011625,0.642158,0.527,0,0.765,No
6,7.14715E+14,0.158,0.281,0.332,0.51,0.869,0.419015,0.162022,0.213941,0.066892,0.686369,0,0,0.566,No
7,7.17251E+14,0.817,0.571,0.157,0.012,0.401,0.041602,0.026298,0.141606,0.651962,0.1065,0,0,0,No
8,7.2161E+14,0.57102946,0.176590371,0.081769738,0.359928149,0.946623449,0.572222,0.156909,0.121436,0.036774,0.665709,0,0,0.569,No
9,7.49439E+14,0.842894133,0.510934272,0.028591869,0.061867269,0.863651422,0.630997,0.27334,0.102993,0.120977,0.247094,0.932,0,0,No
10,7.62238E+14,0.649,0.735,0.332,0.308,0.345,0.256465,0.501026,0.229375,0.116583,0.178444,0.779,0,0.346,No
11,7.6826E+14,0.99,0.149,0.04,0.079,0.967,0.347906,0.436338,0.096557,0.150341,0.377942,0,0,0.992,No
12,7.72758E+14,0.222737882,0.516426918,0.076798216,0.371376041,0.932767491,0.935205,0.093231,0.480453,0.024612,0.396882,0.961,0,0.583,No
13,7.74481E+14,0.027,0.105,0.613,0.71,0.987,0.343572,0.079755,0.465045,0.1223,0.373906,0,0,0,No
14,7.75096E+14,0.623,0.448,0,0.012,0.81,0.598183,0.160709,0.085206,0.067308,0.490147,0,0,0,No
15,7.78412E+14,0.127777542,0.197938872,0.742103995,0.933795568,0.717249134,0.734868,0.635966,0.279829,0.016707,0.28863,0.002,0,0.631,No
16,7.9651E+14,0.523,0.31,0.237,0.561,0.564,0.471535,0.337315,0.182789,0.076906,0.292775,0.255,0,0.933,No
17,7.96978E+14,0.22,0.086,0.519,0.445,0.955,0.385644,0.175945,0.611893,0.066624,0.378122,0.732,0,0,No
18,8.02311E+14,0.8707669,0.673957059,0.046140648,0.1826564,0.766577331,0.564624,0.422568,0.335366,0.013917,0.62554,0.945,0,0.914,No
19,8.24977E+14,0.02,0.19,0.989,0.948,0.081,0.117261,0.131583,0.047687,0.865401,0.062204,0.978,0,0,No
20,8.274E+14,0.333257806,0.182419317,0.098913405,0.221933223,0.982577631,0.72857,0.233501,0.526891,0.020981,0.195548,0.953,0,0,No
21,8.32648E+14,0.675732048,0.017211965,0.291987961,0.352497369,0.93959943,0.613457,0.210962,0.268527,0.066235,0.378937,0.008,0,0.346,No
22,8.34703E+14,0.817,0.571,0.157,0.012,0.401,0.062344,0.021321,0.108747,0.660494,0.110253,0,0,0,No
23,8.5808E+14,0.263,0.123,0.413,0.301,0.936,0.315188,0.176883,0.250164,0.117284,0.488402,0,0.597,0,No
24,8.68289E+14,0.18,0.468,0.671,0.835,0.649,0.136609,0.048462,0.222051,0.750288,0.356966,0,0,0,No
25,8.8007E+14,0.442,0.272,0.042,0.053,0.871,0.432966,0.15655,0.180114,0.109203,0.387351,0,0,0,No
26,8.90028E+14,0.147,0.722,0.943,0.959,0.53,0.443398,0.132846,0.43871,0.149918,0.198742,0.605,0,0,No
27,8.90631E+14,0.221,0.174,0.588,0.582,0.882,0.442527,0.583367,0.113427,0.098273,0.414076,0.732,0,0,No
28,8.94312E+14,0.222,0.266,0.512,0.595,0.777,0.378051,0.424376,0.527814,0.02545,0.390559,0,0,0.875,No
29,8.98341E+14,0.252,0.067,0.157,0.114,0.968,0.278728,0.315512,0.473162,0.04299,0.275394,0.779,0,0,No
30,9.03463E+14,0.615,0.309,0.488,0.253,0.322,0.473077,0.30424,0.169655,0.216277,0.120433,0,0,0.953,No
31,9.08797E+14,0.278,0.376,0.277,0.345,0.842,0.444833,0.268998,0.303502,0.031793,0.378628,0.004,0,0,No
32,9.10341E+14,0.241,0.524,0,0.581,0.81,0.610495,0.03116,0.174073,0.127583,0.395513,0,0,0,No
33,9.15116E+14,0.367097903,0.009972094,0.119696778,0.669719627,0.977888148,0.297532,0.262357,0.241149,0.321529,0.080695,0.717,0,0.089,No
34,9.28186E+14,0.027,0.571,0.673,0.986,0.994,0.128645,0.263392,0.432374,0.224244,0.30407,0,0,0,No
35,9.33604E+14,0.095264923,0.169376104,0.547562246,0.936593476,0.957461378,0.543137,0.089174,0.168839,0.045618,0.548453,0.605,0,0.492,No
36,9.53066E+14,0.56267121,0.600652416,0.035637129,0.1375399,0.877456078,0.899029,0.144595,0.128772,0.030962,0.419616,0,0,0.944,No
37,9.68723E+14,0.723867174,0.828000388,0.009089124,0.06779922,0.83754834,0.890177,0.546187,0.226504,0.014754,0.113966,0.756,0.264,0,No
38,9.72594E+14,0.756557566,0.404705011,0.016269076,0.039442857,0.907293072,0.694053,0.053691,0.168755,0.071567,0.244818,0,0,0.404,No
39,1.00006E+15,0.355,0.111,0.342,0.291,0.911,0.316827,0.445127,0.161967,0.098112,0.451156,0,0,0.838,No
40,1.01371E+15,0.558327282,0.117119981,0.011753619,0.020323809,0.979266212,0.908245,0.141249,0.279551,0.022339,0.350313,0.883,0.927,0,No
41,1.03375E+15,0.228,0.563,0.032,0.369,0.851,0.293253,0.290939,0.236992,0.163071,0.339072,0,0,0,No
42,1.04089E+15,0.178,0.434,0.652,0.779,0.841,0.30262,0.254647,0.205757,0.059698,0.608647,0,0,0.312,No
43,1.06185E+15,0.019,0.332,0.124,0.742,0.991,0.670489,0.143084,0.204781,0.070912,0.429221,0.992,0,0,No
44,1.10411E+15,0.672045676,0.063968754,0.07314297,0.077844731,0.949009752,0.722406,0.176411,0.158669,0.093029,0.160929,0.939,0,0.836,No
45,1.11004E+15,0.198,0.47,0.11,0.473,0.837,0.37516,0.22654,0.311632,0.055921,0.36194,0,0,0,No
46,1.1177E+15,0.434,0.335,0,0.012,0.942,0.437122,0.015058,0.094148,0.155431,0.613695,0,0,0,No
47,1.16766E+15,0.284,0.25,0.224,0.103,0.905,0.318685,0.117253,0.276045,0.182637,0.366334,0,0,0,No
48,1.1858E+15,0.442901398,0.666126403,0.101353246,0.378826021,0.749238598,0.904417,0.021918,0.067318,0.092752,0.274014,0.023,0,0.839,No
49,1.2077E+15,0.946,0.22,0.157,0.012,0.739,0.488138,0.152764,0.161601,0.098069,0.267302,0,0,0.884,No
50,1.32085E+15,0.183,0.097,0.118,0.492,0.899,0.431304,0.048166,0.195605,0.22937,0.308956,0.315,0,0.628,No
51,1.5733E+15,0.117,0.097,0.348,0.612,0.955,0.857904,0.079532,0.211041,0.049819,0.063774,0.922,0,0.828,Yes
52,1.63765E+15,0.539,0.673,0.47,0.438,0.368,0.095798,0.373211,0.356299,0.438064,0.239397,0,0,0,Yes
53,1.64057E+15,0.817,0.571,0.013,0.012,0.401,0.251824,0.281809,0.188787,0.360827,0.140478,0,0,0,Yes
54,1.64117E+15,0.123,0.156,0.228,0.16,0.955,0.462973,0.217258,0.262916,0.169787,0.281808,0.87,0,0.985,Yes
55,1.64582E+15,0.162,0.335,0.496,0.473,0.918,0.14152,0.020462,0.157518,0.692939,0.172837,0,0,0,Yes
56,1.71471E+15,0.817,0.571,0.049,0.004,0.401,0.226914,0.328846,0.153035,0.150959,0.192445,0,0,0,Yes
57,1.72161E+15,0.158,0.08,0.363,0.601,0.964,0.860111,0.049169,0.226725,0.029866,0.43567,0.493,0.568,0,Yes
58,1.73265E+15,0.014,0.046,0.306,0.804,0.994,0.275256,0.026634,0.378455,0.140853,0.533055,0.854,0,0.989,Yes
59,1.74944E+15,0.218,0.432,0.323,0.547,0.919,0.719329,0.129541,0.176271,0.213779,0.181152,0.53,0,0.92,Yes
60,1.77024E+15,0.266,0.237,0.193,0.313,0.947,0.391248,0.166932,0.164153,0.137448,0.393853,0.615,0,0.715,Yes
61,1.77276E+15,0.085,0.226,0.458,0.485,0.943,0.953466,0.022048,0.094594,0.026001,0.501258,0.769,0,0.448,Yes
62,1.77841E+15,0.039,0.114,0.836,0.893,0.905,0.825544,0.062286,0.22972,0.041242,0.387308,0.298,0.568,0,Yes
63,1.78002E+15,0.276,0.708,0.885,0.705,0.154,0.22979,0.230905,0.217262,0.219602,0.271437,0,0,0,Yes
64,1.797E+15,0.132,0.101,0.542,0.777,0.96,0.401295,0.049783,0.246351,0.209811,0.240186,0,0,0.233,Yes
65,1.80231E+15,0.385,0.499,0.24,0.478,0.899,0.935596,0.20869,0.184835,0.018319,0.227424,0.781,0,0.127,Yes
66,1.81122E+15,0.377,0.166,0.157,0.105,0.8,0.286373,0.213834,0.542278,0.058149,0.334072,0.939,0,0.996,Yes
67,1.8274E+15,0.001,0.571,0.997,0.988,0,0.043716,0.0013,0.013063,0.99608,0.006599,0,0,0,Yes
68,1.8289E+15,0.058,0.038,0.147,0.375,0.989,0.449222,0.057946,0.181654,0.158412,0.547968,0.793,0,0,Yes
69,1.83265E+15,0.178,0.138,0.8,0.564,0.828,0.207497,0.096643,0.093218,0.769316,0.162241,0,0.786,0,Yes
70,1.84613E+15,0.105,0.463,0.792,0.704,0.041,0.134487,0.257145,0.195858,0.181699,0.509379,0,0,0,Yes
71,1.86829E+15,0.589,0.479,0.147,0.339,0.828,0.360527,0.240875,0.321188,0.117492,0.212762,0,0,0,Yes
72,1.88007E+15,0.338,0.235,0.104,0.304,0.869,0.164107,0.015058,0.230148,0.629562,0.356028,0,0,0.488,Yes
73,1.8888E+15,0.204,0.203,0.48,0.329,0.892,0.625891,0.193692,0.242459,0.153679,0.166561,0,0.045,0,Yes
74,1.89003E+15,0.68,0.968,0.805,0.465,0.029,0.246246,0.080353,0.123761,0.807537,0.135646,0,0,0,Yes
75,1.89063E+15,0.093,0.175,0.642,0.563,0.875,0.279503,0.045658,0.207278,0.088724,0.505607,0,0,0.099,Yes
76,1.90343E+15,0.277,0.296,0.276,0.332,0.892,0.499199,0.143897,0.269725,0.188664,0.285462,0,0,0.067,Yes
77,1.9131E+15,0.055,0.095,0.783,0.699,0.935,0.450997,0.15394,0.26307,0.350778,0.116282,0,0,0.556,Yes
78,1.91449E+15,0.022,0.288,0.799,0.848,0.901,0.368199,0.193275,0.136775,0.453352,0.119256,0.129,0,0.533,Yes
79,1.91512E+15,0.07,0.015,0.254,0.7,0.986,0.20286,0.068506,0.374845,0.339594,0.173832,0.248,0,0.962,Yes
80,1.92585E+15,0.611,0.477,0.087,0.22,0.755,0.395477,0.364197,0.250582,0.094987,0.396703,0,0,0.853,Yes
81,1.92819E+15,0.846,0.342,0.332,0.089,0.649,0.319776,0.028947,0.1173,0.605826,0.202841,0,0,0.632,Yes
82,1.9336E+15,0.014,0.851,0.97,0.989,0.858,0.333833,0.018565,0.028728,0.925489,0.07302,0.985,0,0,Yes
83,1.94945E+15,0.927,0.53,0.154,0.534,0.701,0.245306,0.501486,0.546396,0.06254,0.196392,0,0,0,Yes
84,1.95307E+15,0.234,0.609,0.425,0.356,0.813,0.770903,0.11286,0.212842,0.054632,0.223695,0,0,0.624,Yes
85,1.95361E+15,0.273,0.007,0.2,0.135,0.981,0.321495,0.155033,0.32451,0.122935,0.546584,0,0,0,Yes
86,1.97259E+15,0.241,0.135,0.155,0.261,0.962,0.402785,0.090363,0.066934,0.426297,0.268315,0.267,0,0.233,Yes
87,1.98363E+15,0.559,0.695,0.121,0.427,0.621,0.551205,0.404934,0.465774,0.027616,0.325124,0.257,0,0.055,Yes
88,1.9941E+15,0.112,0.201,0.182,0.309,0.983,0.69909,0.034347,0.156983,0.137156,0.393715,0.613,0,0,Yes
89,1.01524E+16,0.134,0.897,0.044,0.56,0.891,0.529151,0.232612,0.30038,0.061891,0.316074,0.628,0,0.724,No
90,1.01525E+16,0.373357861,0.343909701,0.066161579,0.111579339,0.950722364,0.695733,0.05771,0.25274,0.057848,0.655116,0.425,0,0.001,No
91,1.01525E+16,0.785078658,0.301502236,0.068295197,0.061380557,0.728863666,0.545688,0.303894,0.623514,0.04661,0.324215,0.223,0,0.24,No
92,1.01525E+16,0.127,0.513,0.003,0.509,0.986,0.450611,0.124185,0.126019,0.026273,0.677993,0,0,0.877,No
93,1.01526E+16,0.17,0.538,0.318,0.454,0.823,0.494244,0.212623,0.164662,0.241512,0.239835,0,0.255,0,No
94,1.01526E+16,0.921042982,0.152285546,0.026059638,0.019040044,0.84763175,0.888889,0.554024,0.172911,0.009809,0.640816,0.773,0.734,0,No
95,1.01526E+16,0.223,0.515,0.312,0.829,0.746,0.392683,0.19987,0.181795,0.157031,0.364114,0.135,0,0,No
96,1.01526E+16,0.125,0.517,0.079,0.472,0.933,0.585552,0.021178,0.153568,0.060599,0.770764,0,0,0,No
97,1.01526E+16,0.221,0.038,0.323,0.422,0.956,0.388429,0.084631,0.180328,0.106428,0.462727,0,0,0.962,No
98,1.01527E+16,0.412,0.11,0.033,0.125,0.957,0.321546,0.224493,0.222885,0.175194,0.462011,0,0,0.968,No
99,1.01527E+16,0.657,0.158,0.215,0.119,0.867,0.266756,0.304518,0.265666,0.119391,0.331301,0.563,0,0.841,No
100,1.01527E+16,0.344,0.276,0.457,0.532,0.862,0.400591,0.472557,0.340413,0.032125,0.367226,0,0,0,No
101,1.01527E+16,0.921,0.284,0.265,0.052,0.711,0.2982,0.121521,0.385971,0.198369,0.301988,0,0,0.715,No
102,1.01527E+16,0.351,0.406,0.256,0.313,0.766,0.717586,0.051468,0.130452,0.129758,0.31283,0.047,0,0.161,No
103,1.01528E+16,0.173,0.209,0.32,0.391,0.919,0.575772,0.128087,0.178415,0.035404,0.607674,0,0.08,0,No
104,1.01528E+16,0.589120093,0.099414152,0.048747106,0.263156784,0.978364052,0.18927,0.219494,0.204601,0.319193,0.22218,0,0,0,No
105,1.01529E+16,0.347,0.165,0.157,0.15,0.935,0.393354,0.299748,0.406382,0.062843,0.31542,0.425,0,0,No
106,1.0153E+16,0.044,0.065,0.309,0.596,0.939,0.672217,0.0867,0.108308,0.113833,0.233289,0,0,0.963,No
107,1.0153E+16,0.042,0.235,0.241,0.689,0.99,0.462911,0.09361,0.12031,0.133513,0.623751,0.756,0.938,0,No
108,1.0153E+16,0.54,0.429,0.04,0.165,0.737,0.523408,0.144945,0.16059,0.157968,0.345371,0,0,0.346,No
109,1.0153E+16,0.835788377,0.682020009,0.009455154,0.015798884,0.860146049,0.578661,0.151802,0.170396,0.30862,0.279534,0.192,0,0.692,No
110,1.0153E+16,0.229,0.998,0,0.465,0.401,0.22588,0.022698,0.048633,0.925045,0.276253,0,0,0,No
111,1.0153E+16,0.445,0.432,0.295,0.254,0.671,0.523351,0.389945,0.498414,0.039734,0.33983,0,0,0.632,No
112,1.0153E+16,0.478,0.255,0.121,0.186,0.969,0.59737,0.121455,0.160945,0.248841,0.184957,0,0,0,No
113,1.0153E+16,0.267,0.54,0.166,0.556,0.818,0.649752,0.060636,0.122034,0.118007,0.338057,0,0,0.568,No
114,1.01531E+16,0.623,0.225,0.382,0.2,0.778,0.638432,0.173195,0.222931,0.077447,0.276309,0,0,0.216,No
115,1.01531E+16,0.805,0.932,0.157,0.546,0.007,0.303276,0.225267,0.400443,0.21084,0.137543,0,0,0,No
116,1.01531E+16,0.646649785,0.629657111,0.050642777,0.142359923,0.78874039,0.614374,0.081677,0.571513,0.022169,0.520945,0.652,0.289,0,No
117,1.01531E+16,0.299,0.175,0.371,0.231,0.868,0.470191,0.135276,0.234186,0.025455,0.513729,0,0,0,No
118,1.01531E+16,0.382,0.166,0.294,0.406,0.925,0.320948,0.492938,0.206456,0.082513,0.473086,0.082,0,0.089,No
119,1.01531E+16,0.525750162,0.434699972,0.017060848,0.141380793,0.930962586,0.59792,0.048105,0.135038,0.145417,0.362572,0.072,0,0.027,No
120,1.01532E+16,0.882505386,0.559329915,0.012722773,0.037832721,0.839854696,0.765899,0.055323,0.19881,0.026223,0.592884,0,0.101,0,No
121,1.01534E+16,0.685,0.515,0.326,0.195,0.347,0.623898,0.271198,0.151729,0.074336,0.404548,0,0,0.502,No
122,1.01535E+16,0.48336011,0.547379983,0.040442252,0.094758773,0.961546327,0.944609,0.02032,0.160109,0.032793,0.417052,0,0,0.49,No
123,1.01535E+16,0.445,0.229,0.213,0.671,0.704,0.408785,0.2618,0.082288,0.183002,0.24537,0,0,0,No
124,1.01535E+16,0.031,0.403,0.416,0.792,0.975,0.335623,0.078375,0.397855,0.071097,0.538551,0,0.656,0,No
125,1.01535E+16,0.660926905,0.872745592,0.146429774,0.674162954,0.795042305,0.491535,0.089702,0.24425,0.08856,0.552927,0,0,0.617,No
126,1.01536E+16,0.109,0.492,0.114,0.369,0.874,0.603017,0.180319,0.0974,0.099369,0.437069,0,0.794,0,No
127,1.01536E+16,0.542,0.226,0.02,0.074,0.954,0.385485,0.192575,0.122798,0.081666,0.472024,0.33,0,0.79,No
128,1.01536E+16,0.128111231,0.394434232,0.009768053,0.165415721,0.99,0.727008,0.032926,0.423372,0.01666,0.340527,0.948,0.332,0,No
129,1.01537E+16,0.744,0.403,0.139,0.103,0.876,0.167473,0.135108,0.412759,0.190819,0.334699,0,0,0,No
130,1.01537E+16,0.786045847,0.565886809,0.184278808,0.118193089,0.759930798,0.716843,0.402747,0.384603,0.036875,0.152405,0.299,0,0.639,No
131,1.01538E+16,0.996,0.897,0.157,0.012,0.102,0.312923,0.224296,0.292007,0.32757,0.093393,0,0,0,No
132,1.01539E+16,0.373402576,0.490353641,0.110088985,0.462627367,0.863689745,0.666821,0.178654,0.181829,0.051668,0.299691,0,0,0.449,No
133,1.01542E+16,0.546,0.455,0.246,0.352,0.739,0.411849,0.071188,0.175216,0.044773,0.793115,0,0.211,0,No
134,1.01543E+16,0.195,0.224,0.127,0.602,0.941,0.229563,0.057468,0.514134,0.066277,0.630076,0,0,0.284,No
135,1.01549E+16,0.103,0.344,0.84,0.7,0.633,0.319081,0.489056,0.332684,0.165194,0.127123,0,0,0.736,No
136,1.01549E+16,0.484,0.832,0.091,0.27,0.501,0.475204,0.181873,0.096711,0.095359,0.323698,0,0,0.089,No
137,1.0155E+16,0.593348653,0.39827392,0.090559183,0.176197316,0.944315026,0.37483,0.316679,0.155351,0.162002,0.524681,0,0,0.788,No
138,1.0155E+16,0.478,0.255,0.121,0.186,0.969,0.59737,0.121455,0.160945,0.248841,0.184957,0,0,0,No
139,1.0155E+16,0.78677243,0.188908282,0.254967143,0.407759096,0.573397299,0.560773,0.163943,0.178627,0.186083,0.085884,0.928,0,0.733,No
140,1.0155E+16,0.365419008,0.119506007,0.044616323,0.20196588,0.972372023,0.907665,0.092132,0.232229,0.021043,0.505961,0.788,0,0.949,No
141,1.01551E+16,0.269,0.021,0.032,0.131,0.991,0.665045,0.184728,0.44841,0.020215,0.535299,0.954,0,0.968,No
142,1.01551E+16,0.104,0.054,0.127,0.152,0.984,0.872477,0.083759,0.299687,0.030341,0.316504,0.467,0.91,0,No
143,1.01551E+16,0.885099456,0.671630178,0.024105835,0.134895056,0.515049728,0.90928,0.030893,0.087086,0.031203,0.541633,0.849,0,0.886,No
144,1.01551E+16,0.162,0.204,0.735,0.578,0.777,0.302197,0.141836,0.428551,0.190169,0.260581,0.631,0,0.038,No
145,1.01553E+16,0.469,0.46,0.33,0.244,0.701,0.315847,0.523976,0.352055,0.045515,0.560692,0.524,0.544,0,No
146,1.01553E+16,0.612185888,0.553679155,0.191817374,0.234184902,0.463334696,0.736074,0.077082,0.291739,0.077853,0.315033,0.97,0,0.344,No
147,1.01555E+16,0.111,0.166,0,0.155,0.81,0.415051,0.12777,0.178553,0.183394,0.378551,0,0,0,No
148,1.01569E+16,0.568,0.895,0.018,0.147,0.401,0.361324,0.04206,0.113554,0.724417,0.173053,0,0,0,No
149,1.0157E+16,0.295,0.333,0.09,0.245,0.727,0.694542,0.316921,0.109061,0.038154,0.390665,0,0,0.979,No
150,1.0157E+16,0.924091525,0.592300616,0.038400067,0.057823727,0.634608169,0.823066,0.220694,0.598919,0.024225,0.272131,0,0,0.218,No
151,1.0157E+16,0.393,0.877,0.712,0.599,0.136,0.22741,0.158493,0.170246,0.359655,0.165639,0,0,0,No
152,1.01571E+16,0.891,0.886,0.021,0.012,0.22,0.436573,0.04703,0.144192,0.202245,0.316353,0,0,0,No
153,1.01571E+16,0.152,0.571,0.021,0.458,0.908,0.285834,0.146504,0.250229,0.080718,0.606459,0,0,0,No
154,1.0202E+16,0.089500439,0.009951379,0.017699276,0.162064014,0.99,0.366778,0.271581,0.434068,0.03479,0.414889,0.854,0,0.949,No
155,1.02032E+16,0.033176934,0.070957041,0.584028189,0.364077385,0.99,0.509037,0.155165,0.567016,0.035481,0.295614,0,0,0,No
156,1.02032E+16,0.679095863,0.649291168,0.011470022,0.134345856,0.951524628,0.687975,0.205347,0.168725,0.032366,0.555382,0.597,0,0,No
157,1.02034E+16,0.242,0.39,0.337,0.602,0.839,0.238063,0.248357,0.219661,0.053006,0.671005,0,0,0,No
158,1.02035E+16,0.453036498,0.548344199,0.037724946,0.30704006,0.938360503,0.553123,0.137919,0.352469,0.147301,0.20399,0.472,0.724,0,No
159,1.02036E+16,0.552,0.929,0.011,0.092,0.401,0.497204,0.126207,0.156071,0.11781,0.386491,0,0,0,No
160,1.02036E+16,0.541,0.432,0.117,0.152,0.697,0.65493,0.3854,0.115986,0.05232,0.230468,0.255,0,0.979,No
161,1.02037E+16,0.057,0.58,0.007,0.144,0.982,0.539445,0.084697,0.307694,0.065735,0.414606,0,0,0,No
162,1.02042E+16,0.611,0.459,0.473,0.274,0.649,0.528616,0.331981,0.085591,0.043639,0.389538,0,0,0.632,No
163,1.02045E+16,0.646611048,0.599572433,0.178985573,0.35165703,0.627726472,0.814726,0.226935,0.676313,0.020136,0.225065,0.827,0,0.889,No
164,1.02046E+16,0.520916505,0.015136015,0.236491392,0.179263373,0.886648664,0.766555,0.11079,0.569156,0.018453,0.256711,0.911,0,0.561,No
165,1.02046E+16,0.278498134,0.463250452,0.190931128,0.512794221,0.927402094,0.82634,0.169119,0.375578,0.021102,0.278311,0.638,0,0.926,No
166,1.02046E+16,0.892384636,0.760276914,0.116847956,0.032275355,0.199800808,0.245101,0.122705,0.166036,0.745102,0.046867,0,0,0,No
167,1.02047E+16,0.125,0.51,0.019,0.452,0.788,0.410065,0.427905,0.1548,0.186549,0.181222,0.905,0,0,No
168,1.02048E+16,0.744200541,0.847306856,0.057309541,0.069612601,0.46204803,0.903341,0.191681,0.290044,0.028573,0.109543,0.769,0,0.884,No
169,1.02049E+16,0.273,0.38,0.339,0.424,0.901,0.244488,0.108326,0.35414,0.226038,0.430025,0,0,0.316,No
170,1.02049E+16,0.657632728,0.061505037,0.224028511,0.18110832,0.780645925,0.539571,0.531805,0.100241,0.089697,0.272345,0.854,0.587,0,No
171,1.02049E+16,0.527474027,0.532696609,0.111682383,0.277317709,0.741070555,0.925589,0.584539,0.133298,0.035024,0.74409,0.583,0.543,0,No
172,1.0205E+16,0.829325103,0.701594829,0.009346726,0.210618715,0.70554955,0.530517,0.286636,0.45329,0.018766,0.368444,0,0,0.013,No
173,1.02051E+16,0.514938267,0.548364924,0.039305375,0.211557887,0.848972443,0.846025,0.083422,0.266547,0.026178,0.399659,0.252,0,0.175,No
174,1.02052E+16,0.035,0.184,0.469,0.622,0.95,0.451774,0.106592,0.549257,0.022808,0.299242,0.592,0,0,No
175,1.02053E+16,0.059,0.109,0.836,0.789,0.927,0.429475,0.152067,0.243562,0.050559,0.402767,0.86,0,0,No
176,1.02054E+16,0.779873854,0.254044194,0.020444403,0.025811516,0.929138306,0.936765,0.181628,0.50946,0.020939,0.398745,0.3,0,0.716,No
177,1.02054E+16,0.028,0.397,0.221,0.225,0.956,0.549451,0.146278,0.193454,0.037968,0.476154,0,0,0,No
178,1.02057E+16,0.210555794,0.26013443,0.094976804,0.397904125,0.99,0.721786,0.093039,0.618118,0.023085,0.33839,0.53,0,0.595,No
179,1.02057E+16,0.608754402,0.536907596,0.057822374,0.071292669,0.889668419,0.672362,0.158749,0.394783,0.043308,0.542933,0,0,0,No
180,1.02057E+16,0.042,0.126,0.06,0.459,0.986,0.44752,0.243759,0.161616,0.081644,0.358426,0,0,0,No
181,1.02057E+16,0.322,0.666,0.357,0.51,0.715,0.501931,0.065877,0.438449,0.062499,0.410253,0,0,0,No
182,1.02058E+16,0.392,0.096,0.083,0.151,0.912,0.632937,0.197251,0.276921,0.060994,0.253696,0.861,0,0,No
183,1.02058E+16,0.595,0.843,0.259,0.438,0.211,0.475406,0.377973,0.219527,0.027727,0.388109,0,0,0,No
184,1.02058E+16,0.199,0.358,0.329,0.583,0.855,0.591331,0.190441,0.233115,0.032292,0.25272,0,0,0,No
185,1.02059E+16,0.026,0.221,0.007,0.296,0.99,0.53748,0.163523,0.260405,0.059572,0.49257,0.964,0,0.677,No
186,1.02059E+16,0.321,0.246,0.225,0.399,0.855,0.293595,0.2826,0.336831,0.038466,0.665286,0,0,0,No
187,1.02059E+16,0.632,0.195,0.032,0.191,0.824,0.720124,0.351195,0.203876,0.013543,0.433545,0,0,0.98,No
188,1.0206E+16,0.11869311,0.065596205,0.40203698,0.698818881,0.924884738,0.701469,0.094331,0.332279,0.071828,0.228275,0.779,0.042,0,No
189,1.0206E+16,0.214,0.53,0.056,0.278,0.962,0.352492,0.297142,0.158665,0.059219,0.462954,0.854,0,0.877,No
